Type,Breed1,Breed2,Color1,Color2,Color3,Fee,Quantity,VideoAmt,AgeBins,PhotoAmt,Age,BreedPure,Gender,MaturitySize,FurLength,Health,ColorAmt,Vaccinated,Dewormed,BreedName,Sterilized,StateBins,ColorName,Description,AdoptionSpeed
1,307,0,2,0,0,0,1,0,2,1,2,N,2,2,2,1,1,1,1,Mixed Breed,2,41330,Brown,Rescued from a flat. Well fed and care from her mommy but the mommy wasn't there anymore. Playful and lively! Surely carve a smile on anyone's face... Please give her a good home... a 2nd life... with endless love and care...,2
2,266,0,1,7,0,0,2,0,"[  6, 12)",11,6,Y,1,2,1,1,2,1,1,Domestic Short Hair,1,41326,Black,"Hi all, I have 2 male cats up for adoption. Very manja and mendengar kata. Soothy is the fully black. Salem is the black and white color. Too many cats at my moms house thus I have to let them go for a good owner. P/s : Make sure you are contactable if I want to visit them at anytime. No fees needed just give me cats food will do. Thank you.",4
1,307,0,2,3,7,0,1,0,"[  3,  6)",9,5,N,1,2,1,1,3,3,3,Mixed Breed,3,41401,Brown,"Found this pup chained to a flimsy wooden shelter with his mom and dad. The owners feed it but keep it in extremely uncomfortable and unsanitary conditions as well as on a rusty short least that they get tangled up around. Often the dogs cannot move. Im looking for a home that has other dogs for company or owners willing to get him plenty of space and time to roam around the neighborhood (he is trained to not leave his neighbourhood) making friends as he is very social and gets lonely easily. He is friendly and smart and bonding with others, dogs or humans should not be a problem. He hardly barks and only does so when he sees something exciting. There are many rats, strays, reckless drivers around and I greatly fear for his health and safety if he is not adopted soon",4
1,307,0,1,2,0,0,12,0,2,6,2,N,3,2,1,1,2,1,1,Mixed Breed,2,41401,Black,These puppies are rescued from the Puchong Dog Pound. They urgently need home. Please adopt. All are very cute pups.,3
1,307,307,1,0,0,0,2,0,"[  3,  6)",5,3,N,2,2,1,1,1,2,2,Mixed Breed,3,41401,Black,2 jet black puppies for adoption,4
1,307,0,2,7,0,0,1,0,"[ 24, 60)",1,24,N,1,2,1,1,2,1,1,Mixed Breed,2,41401,Brown,"Very active,obedient n great guard dog.. Has been vaccinated with medical record. Reason for adoption as the previous security firm left without taking the dog along. Having said that it has been taken care off by good samaritans",3
2,285,265,1,6,7,0,1,0,"[  6, 12)",3,9,N,2,2,2,1,3,1,1,Persian,1,41326,Black,Dolly is very manja & a very good girl. The reason why we're giving away our cats (Dolly & Omie) is because I'm expecting & I don't think having pets at home is appropriate when the baby arrives.,0
2,266,0,5,6,7,0,3,0,"[  6, 12)",4,6,Y,3,2,1,1,3,1,1,Domestic Short Hair,3,41326,Cream,"Someone has actually abandoned them at the front of my apartment and I'm currently fostering them til they have found good homes. The 3 siblings are healthy, extremely loving and absolutely adorable. They will definitely make great pets and will love their future mommy/daddy unconditionally.",3
1,307,0,1,2,0,0,1,0,"[  0,  2)",1,1,N,1,2,2,1,2,1,1,Mixed Breed,2,41326,Black,A very handsome mix breed male pup. Very responsive and friendly. Please contact me for further details,1
1,307,0,2,7,0,0,1,0,2,2,2,N,1,2,1,1,2,1,1,Mixed Breed,2,41326,Brown,Millan is a sweet boy with amazing blue eyes. The moment he and his siblings were born we have been taking care of them and their mother. Now it is time to find a loving forever family for Millan. Did this Mr. Charming steal your heart? Contact Bella or Helena.,3
2,266,0,1,7,0,0,4,0,2,3,2,Y,2,1,1,1,2,2,2,Domestic Short Hair,2,41326,Black,"Spots the Playful - Body patten akin to a cow - Born and raised at home, never been outdoors - Curious and playful -Loves humans - Falls asleep on you ocassionally",2
1,307,0,1,2,7,20,1,0,2,1,2,N,2,2,2,1,3,2,2,Mixed Breed,2,41327,Black,The puppy is currently taking shelter at SPCA Seberang Perai. Anyone interested to adopt her may contact us via email or visit our website at,3
2,266,0,4,7,0,0,1,0,"[ 24, 60)",7,24,Y,1,2,1,1,2,2,1,Domestic Short Hair,1,41326,Yellow,"This cat was found wandering at the back lane of my office 2 weeks ago. According to my neighbor, he came out from nowhere few days ago. He was very skinny and was suffering from flu. He walked up to me and meow non-stop. He was hungry and asking for food. I bought him a fried fish and he finished it very fast. He was then brought to the vet for treatment and at the same time for castration. He is now ready to be adopted. I believed that he was abandoned by his previous owner as he does not behave like an ordinary stray cat. He is very tamed, friendly and likes to be touched and pet. Please give him a second chance and a place called home with love. He can get along well with other cats. He is a perfect indoor companion cat for you and your other fur kids.",3
1,307,0,1,0,0,0,1,0,"[  6, 12)",5,6,N,2,2,1,2,1,3,3,Mixed Breed,3,41401,Black,I found Blackie at Taman midah area. She was been hit and run by irresponsible driver. I was there drinking and chatting with friend. Me and few friends witnessed the situation and we sent her to clinic to rescue. Now she has been treated and recovering. I am looking for someone who are kind enough to adopt her. Thanks,4
1,307,0,1,7,0,0,1,0,"[ 24, 60)",2,42,N,1,2,2,1,2,1,1,Mixed Breed,2,41401,Black,"Found at Taman Putra Prima, Puchong. Will the owner of this dog contact Mr.Wong (Founder/temporary fosterer) at or it will be put for adoption.",3
2,265,0,2,5,0,300,1,0,"[  3,  6)",5,3,Y,2,2,2,1,2,1,1,Domestic Medium Hair,2,41326,Brown,"Beautiful kitten picked up from the street, manja kitten yet super active. I personally love her soft coat and light brown in colour, think is siamese mixed. The adoption fee is a deposit to ensure the kitten is spayed when she is 6 months old, arrangement can be made either with my vet (Hands & Paws) in Sunway Mas (near Aman Suria) or your own vet. I’ll refund you (full amount)after the surgery if you choose to send her to your own vet; OR I’ll settle the bill for you and return the balance to you if you choose to send her to my vet NOTE: I’ll not compromised to have her unneutered, therefore, the adoption fee is a must and will return the balance to you once she is neutered (Basically it is a free adoption because the adoption fee is refundable) I have 20 rescued cats at the moment, so I hope someone will like her and free up my space for other cats. If you are interested, please e-mail me or text me.",1
2,266,0,1,3,7,0,4,0,2,2,2,Y,3,2,1,1,3,2,2,Domestic Short Hair,2,41326,Black,"4 kittens looking for loving homes. 7 weeks old. One is as black ,one calico, one white with grey markings on forehead and one is white with orange patches. All kittens already eating soft food and ready for adoption",2
1,307,0,1,4,7,0,6,0,2,6,2,N,3,2,1,1,3,2,2,Mixed Breed,2,41401,Black,Our neighbour's dog just gave birth to a litter of puppies in early March .,2
2,265,0,1,2,0,0,1,0,2,8,2,Y,2,2,2,1,2,2,2,Domestic Medium Hair,2,41326,Black,"You can contact me through whatsapp/line to know about the cat. Conditions For Adopting : 1. No first time adopters without experience. Friendly first Time adopters with experience are welcome. 2. Keep in contact.Please send me picture of her every now and then.I want to be assured that she's fine and growing well. 3. Be absolutely sure that you will commit to her before adopting. 4. I will try to converse with you a bit before giving her because I want to know the adopter's background. About the kitty : This is a female kitten. She was wandering outside at the opposite neighbor's house. and I accidentally called out to her and didn't expect her to come in running. Just came in and made herself home. She is a veryyyyy friendly kitten. She is the first kitten I didn't had to try to tame. WE found who the mother cat is. The mom came in and checked on her for 3 days and bit farewell. The mom trusts us. Compared to the other kittens we have had, she is the most gentle one. She plays but not naughty. This little kitty is a bit greedy in eating but good thing is that she's not violent. She's quite intelligent. When it comes to food. Knows every sign food is coming. Doesn't scratch or bite...or haven't learned to yet (only happens when we let). Gets friendly with the big cats very fast. So if you have other cats, won't be a problem. I'd love to keep her but everyday before I go to bed I have to shut her outside the house. She spends the whole day inside and at night I feel bad shutting her outside and seeing her desperately trying to come back inside...I'm not given other choices. So that's why she's up for adoption. I'm not allowed to keep her. I don't want her to become a stray cat. She pees and poops on grass.Sometimes she goes on her own and other times she scratches and jumps on our legs to ask us to bring her to the toilet grass). When she wants to pee, her tail fur stands up and it looks like brush while meowing a lot. aaaaand you gotta love that face of hers.",1
1,307,0,2,5,7,0,1,1,2,4,2,N,2,2,2,1,3,2,2,Mixed Breed,2,41330,Brown,"Coco is six week old Street Puppy rescued by a kind feeder.Coco is looking for good home and family that can love her and treat her as part of the family. She are still very young and need love, patients and attention , so must take care her well. Please dont look down on street dogs. Street dogs can be cute and smart. The power of love can overcome anything. Let make a better place for you and for me and for the entire living animal in this world.Their lives are in our hands. Pls be their voice as well. Adoption conditions: 1) Adopter must be Malaysian 2) They are not small size, they need a landed property to move around. 3) Give all the health and medical attention such as vaccination, deworming, tick lotion 4) Not for factory, workshop or farm use 5) During the stage of adoption,allow home visit ,email picture or sent what app picture, so I can ensure they are adjustable well to her new environment 6) MUST Neuter Coco Please contact me at or what app or we chat or email to",2
1,307,0,2,7,0,0,2,0,"[  3,  6)",13,4,N,2,2,1,1,2,1,1,Mixed Breed,2,41326,Brown,"Huggy, chubbies girls for adoption! If you are looking for a companion pet and can treat it as family and take of it till its old age and dies, please call or whatsapp Jocelyn at to adopt. Adopters need to commit to neutering pup by paying a discounted neutering fee of rm to my vet at Mayo Animal Clinic, 11A USJ10/1G. I seek reimbursement of full vaccination fee of rm90 per dog.Tq",3
2,266,0,1,2,7,0,6,0,"[  6, 12)",10,7,Y,3,2,1,1,3,2,2,Domestic Short Hair,2,41326,Black,"Daripada sekor kucing hitam comel... dalam masa 6 bulan... bertambah jadi 8 ekor !!!! Dgn itu, saya akan let go 6 ekor kucing sayangku. Pls do take care of them. =( anak2 sayangku. Lucy- Ibu yang kuat. Rajin beranak. Laku betul. Suri - Manja, Comel, Paling sayang. Shiro- Suke urut2. =) Star- Suke bercakap!! Buncit - Kuat makan !!!! Manjer ! Angel/Kembang/Momok - Jalan terkedek2.. Comel ! Macy and Jess- suke same2. tido same2. main same2. =) more picture here...",3
1,307,0,1,7,0,0,2,0,"[  3,  6)",5,3,N,3,2,1,1,2,2,2,Mixed Breed,2,41401,Black,"Black with white stripe on neck- Name: Scissors (剪刀). Male. He's round 5-6months old. playful and smart. love being with human. White with black spot Temporally name- ChanTei （鏟地）. Wander around alone. around 3 months old. , Friendly, Playful and love rolling on the ground.....",4
2,299,0,7,0,0,0,1,0,"[ 24, 60)",2,48,Y,2,2,1,1,1,3,3,Tabby,1,41336,White,"Hi, this cat desperately needs a loving home. She is such an angel and I mean that from the bottom of my heart. Quiet, Shy and loving. You will have adopted a very very special companion.",4
2,265,299,1,2,6,0,1,0,"[  3,  6)",5,3,N,1,2,2,1,3,2,1,Domestic Medium Hair,2,41326,Black,"This is Billy Bob, who like many others before him, found the way to our door. It was pouring with rain when we heard his pitiful miaow and we we went out to investigate, we found him in the drain. He is a really beautiful cat and is very friendly and playful. He knows how to use a litter tray and loves to be cuddled and played with. I hope you can give him the home he deserves. If we didn't already have seven other cats, we would certainly keep him.",2
2,266,0,1,2,7,0,2,0,"[  3,  6)",3,4,Y,2,2,2,1,3,2,2,Domestic Short Hair,2,41326,Black,"These are two cute energetic cheeky kittens to be adopted. Would appreciate it if there's any adopter willing to adopt all 3 of them together since they are really close with each other. Their fur is longer than your usual domestic short hair and one of them even have tiger-like stripes. They all know how to use litterbox. SMS/Whatsapp me at. Delivery area: Metro Kajang, Metropoint Kajang, KTM Kajang. Pick up from home is even better ;D",1
1,117,0,1,0,0,0,2,0,2,2,2,Y,3,2,1,1,1,2,2,Hound,2,41326,Black,Missy and Max are siblings. Nice soft fur and sweet eyes. Looking for a home together if possible.,2
2,266,0,6,7,0,0,1,0,2,3,2,Y,1,2,1,1,2,1,2,Domestic Short Hair,2,Others,Gray,"I almost knocked down this kitten yesterday afternoon while driving a car (22-Nov-). I took it and brought this cute kitten to a nearby animal clinic to be examined right away. The doctor confirmed it was a male kitten, between the ages of two months, and after examination, the doctor confirmed it was in healthy condition. Cat flea medication was given. In good faith, our family is unable to care for this kitten because it was too small, moreover, my wife and I work on long day, while the children are in college. This kitten needs someone who can give greater attention to him. And we already have a big male cat and a rabbit. We fear we can not provide love and care to this kitten. By the way I name him ""TWENITU"", because I met him on the / :-) So, I appeal to anyone who is willing to take care of TWENITU to contact me. In the meantime, I will make sure it is in good health and the doctor advised me to bring it back to the clinic after a week for the vaccine etc. Thank you.",1
2,266,0,1,2,7,0,4,0,"[  3,  6)",4,3,Y,3,2,1,1,3,2,2,Domestic Short Hair,2,41326,Black,"We have been feeding the mother cats for sometime. A month before raya the mother cat gave birth to this 4 lovely kitten at one of my neighbors house which they do not intend to keep. So we took them and keep them with us, unfortunately we cant keep them in house as we are running a fabric business with all the stocks in. I have a quarrel with one of my neighbor last year due to this as well as I kept two kittens with me but they always go to his house and eventually I have to give them away. Anyone with a good environment and pet friendly neighborhood could adopt them? We prefer taking them by pairs.",4
1,307,0,5,0,0,0,1,0,"[  0,  2)",1,1,N,1,1,1,1,1,1,1,Mixed Breed,1,41401,Cream,FREE FOR ADOPTION!! 1-2 month old Male little Puppy free for adoption. He is very gentle and healthy. Sent it to PAWS for vaccination & neutere. Anyone willing to adopt HIM!!! please email me at Thanks.,2
2,266,0,1,2,6,0,1,0,"[  3,  6)",2,4,Y,2,2,1,1,3,2,1,Domestic Short Hair,2,41326,Black,female dsh..,0
2,266,0,1,7,0,0,1,0,"[  3,  6)",2,3,Y,1,1,1,1,2,1,1,Domestic Short Hair,1,41401,Black,Rescued and now very lovable,2
1,307,103,1,4,0,0,1,0,"[  3,  6)",3,5,N,2,3,1,1,2,1,1,Mixed Breed,2,41326,Black,"Phoebe is a stray puppy that I rescued about 2 months ago. She was with her mother and siblings but looking helpless as they were having no food at all. Out of pity, my family and I took her in. However, due to our limited land area and the on-going renovation at home, we thought Phoebe would be better off in a bigger place. She is healthy, active and adorable as all of our neighbours adore her around here. Thus, we would be grateful if someone has a keen interest on adopting and providing her a comfortable shelter, nevertheless, loving her as much as we do.",1
2,266,0,3,0,0,0,1,0,"[ 12, 24)",10,14,Y,1,2,1,1,1,1,1,Domestic Short Hair,1,41336,Golden,"A very, very handsome boy! He has a charm to attract attention everywhere! Neutered, micro-chipped, vaccinated, dewormed (twice) Extremely chubby, healthy, and well-cared for. Giving up for adoption due to study travels and hostel issues *ONLY for RELIABLE and LOVING family to care for him! And must be willing to allow background screening and home visits. *Priorities to those who are willing to adopt BOTH him and his sister together as they are extremely close. View my other pet profile 'Girl' to see his sister. Whatsapp me  (i can speak mandarin, bm, english) Am willing to deliver even if adopter is from other states as long as new family is suitable. ----------------------------------------------- Edit: Sihat montel Dah full vaksinasi tahun pertama (3 dos) Dah dimandulkan tak mau baby cat Dah masuk microchip bagi identiti Dah deworm agar sihat membesar (2 dos)  / komen bawah sini pun boleh",3
1,205,0,1,2,7,1000,1,0,"[ 24, 60)",2,24,Y,2,1,3,1,3,1,1,Shih Tzu,2,41401,Black,adpoted,0
1,307,0,5,0,0,0,1,0,"[  3,  6)",10,3,N,2,2,1,1,1,2,1,Mixed Breed,2,41327,Cream,"Very submissive girl. Good with all dogs and humans. Good companion dog. Preferably landed property. Adopters must vaccinate,spay and keep her indoors/fenced. Call/whatsapp: Address: ONE PETZ 2-1-20 ONE SQUARE, TINGKAT MAHSURI 1, BAYAN LEPAS, PENANG.",3
1,178,307,4,0,0,0,1,0,"[ 12, 24)",2,12,N,1,1,2,1,1,3,3,Pomeranian,3,41401,Yellow,"Mr. Tibbs is a little guy who's gentle and friendly. Great for kids and the older people. ""This dog is one of the dogs rescued from the Klang Pound in April just before D-day (when they are put to death). It has been rehabilitated and urgently needs a loving home as we have limited resources. It is unfortunate that due to the aggressiveness of the contracted dogcatchers, most of these beautiful dogs are not strays and previously had homes. Hence, most of them are sociable and loving. Serving the voiceless, SAS Volunteer. P/s: Please contact Jackie by calling or texting her at, she's a grandma at emails. """,1
1,76,0,1,7,0,100,1,0,"[ 24, 60)",1,27,Y,2,3,1,1,2,1,1,Dalmatian,2,41326,Black,Candy was found on 24 November at Kelana Jaya one fine morning. She was walking aimlessly along the bus stop and was nearly knocked down by cars plying along the SS7/2. Dog appeared dehydated and seemed to be wihtout food for probably a week. Dog is now boarded at a clinic and was found having heartworm Stage 1. As to date dog is now undergoing treatment and needs to go to a good home once treatment is completed. Has good temparent and is well behaved. good guard dog.,4
2,266,0,1,2,7,0,4,0,2,5,2,Y,3,2,1,1,3,2,2,Domestic Short Hair,2,41401,Black,we have a mummy and 3 male kittens for adoption. the kids are healthy & playful.,1
1,307,0,1,2,0,0,1,0,2,11,2,N,1,2,1,1,2,2,1,Mixed Breed,2,41326,Black,"I found Snoopy at the workshop in my area in Selayang, where there are many other dogs kept and not fed or given the water. Snoopy is only a month old, cute and healthy, he should be given a chance to have a loving, forever home.",1
2,266,0,1,5,7,0,1,0,"[  0,  2)",1,1,Y,1,1,1,1,3,2,2,Domestic Short Hair,2,41401,Black,bye2 Tommy u'll be miss='],1
2,283,0,1,2,7,0,1,0,"[  6, 12)",8,8,Y,2,2,2,1,3,2,2,Oriental Short Hair,2,41401,Black,"Muffin is a kitty rescued by the street suffering from hunger.She love being hold and cuddle.She's a little sporty yet lovely little girl ...well she plays fetch! I know right , yeap she's a cat alright!Unfortunately, we can't keep this little sweet heart as pet since we live in a condominium.Our neighbours started to complain about our amount of cats at home.We hope Muffin can bring joy and happiness for a home with full of love and care! Kindly contact me! :)",2
1,307,76,1,7,0,0,1,0,"[ 12, 24)",5,12,N,2,3,1,1,2,1,2,Mixed Breed,1,41401,Black,"Dalmation mix, Female, spayed, 1yr + looking for a good home. She's playful, understands command sit & stay. Interested pls call .",4
2,299,0,1,2,5,0,11,0,"[  0,  2)",0,1,Y,3,1,1,1,3,3,3,Tabby,3,41401,Black,I found 2 mama stray cats with her litter of 9 kitties about one month old at my backyard. I'm at my wits end looking for a place to relocate them. Please offer assistance and I truly appreciate suggestions from you. Thank you,4
1,307,0,3,5,0,0,1,0,"[ 12, 24)",10,12,N,1,2,2,1,2,2,2,Mixed Breed,2,41401,Golden,"I have a mix breed dog,I adopted him because of pity for his mother ignor him after he has been borned a few weeks, now he is about 11 month puppy.He is healty,playfull,handsome boy but we stay in apartment cannot take care for him any longer ,now he is stay at my mother-in-low house,but the enviroment is not so good, he tied up in a narrow space, so i hope he can find a good adoptor as we love him and the new home have enough space let him to run and play and no tying up.",4
1,307,307,3,0,0,0,1,0,"[  0,  2)",1,1,N,2,2,1,1,1,2,2,Mixed Breed,2,41326,Golden,"Anyone who likes getting a lot of affection, she will be one. With her droopy ears and sad puppy eyes, no one can resist.",4
2,266,0,3,4,5,50,1,0,2,0,2,Y,2,1,1,1,3,2,2,Domestic Short Hair,2,41326,Golden,"She's very energetic, has brown eyes and active cat. I called her Ben because its looked a like with my previous cat and orange because its color. It very clever and always fetch me to my car when im going for work and welcome me when im home.",4
1,307,0,1,2,7,0,2,0,2,5,2,N,2,2,1,1,3,2,2,Mixed Breed,3,41326,Black,Housing area security guard's dog gave birth to 7 healthy puppies. 5 are adopted. There are only 2 more puppies left for adoption and they are both black in color. We found them when they strayed to our temporary puppy shelter hut.,2
1,307,0,2,7,0,0,5,0,2,5,2,N,2,2,1,1,2,1,1,Mixed Breed,2,41326,Brown,Theses 5 very adorably cute white female puppies are being housed at a factory at kampong melayu subang. They will need a good home shortly as the factory owner no longer wants to house them. Do consider adopting one as it will save their lives.. Kinly whatsapp if interested,4
1,205,0,5,6,7,0,1,0,"[ 60,255]",5,100,Y,1,1,1,2,3,1,3,Shih Tzu,2,41326,Cream,"Jacky is a family dog. We bought him from a pet shop when he was a puppy. He's a friendly dog. Manja too. We're giving him away because we feel that it would be best for him to be cared for by somebody else as we no longer have much time to care for him well. My dad was retired for a while and had the time, but he recently got a job and will be starting work soon. We used to have a maid to take care of him but not anymore. We hope to find an adopter for him who would really take good care of him and has the time to do so. In the future, if possible, we would also like to visit him once in a while. If you are interested please contact me ASAP. Thank you!",2
1,307,0,7,0,0,20,1,0,2,1,2,N,2,2,1,1,1,2,2,Mixed Breed,2,41327,White,The puppy is currently taking shelter at SPCA Seberang Perai. Anyone interested to adopt her may contact us via email or visit our website at,2
1,152,307,1,2,0,0,1,0,"[  3,  6)",11,4,N,2,2,1,1,2,1,1,Miniature Pinscher,1,41330,Black,"Little Tiny girl is smallest among others sibling. Unique and well behave girl..Always try get your attention on her because she know she's small.. Mixed Pinscher Breed Spayed, vacinne, deworm..all ready to adopt..Definitely fur as nice as shining.. Please give them a home before running out of time and release back to street on saturday 11/3/17 (final call)",3
1,307,0,1,2,7,0,4,0,"[  0,  2)",3,0,N,3,2,1,1,3,2,2,Mixed Breed,2,41401,Black,"The female dog in college gave birth to 4 cute puppies(3 males, 1 female). They need a new home.. Please contact me..",1
1,307,0,5,7,0,0,2,0,2,4,2,N,3,2,2,1,2,2,2,Mixed Breed,2,41326,Cream,"I have been fostering the mother and her 7 puppies. 3 puppies has been adopted. 2 puppy pending adoption and relocation. Left 2 puppy available for adoption. There are not vaccinated and neutered yet as it can only be done at the age of 3 months and 6 months for neutered. However,I am willing to share the cost with the adopter. I can provide the cage if it necessary. I am also able to help with transportation within KL and Selangor area.",2
2,299,0,4,7,0,0,1,0,"[  3,  6)",7,4,Y,2,2,1,1,2,1,1,Tabby,2,41401,Yellow,This is Nala..she loves to play and such a wonderful kitten. I love the color of her fur. It is light cream and soft. She loves the outdoors and exploring our garden. *very healthy & playful from a loving home *short hair tabby breed *female *born Oct *vaccinated *litter box trained & clean *well groomed >> Please call  to meet her..,3
2,266,0,1,7,0,0,1,0,"[  0,  2)",4,1,Y,1,2,1,1,2,3,3,Domestic Short Hair,3,41326,Black,"his very smart, likes to follow people around. the most bravest among his siblings, kinda lincah and loves milk very much :)",0
2,266,0,1,6,7,0,1,0,"[  3,  6)",6,4,Y,2,1,2,1,3,1,1,Domestic Short Hair,2,41326,Black,"Fifi actually found us, at our house doorstep one evening. Since she was still small and fragile, we took her in temporarily, feed and bath her. Fifi is an active kitten who loves to play around. She has quite a long tail and she usually loves to play with her tail, assuming the tail has been bothering her. She is able to eat solid food now and she is not the fussy type (as long she can eat). However, since she is an active one, we prefer her future adopter could spend some quality time with her and play with her. And, she needs space as she loves to run around (and knock few things off). Still, she is fun to be with. The reason of giving out as adoption: Actually it's my aunt's pet but her current place doesn't allow any pets in the house, therefore she needs to find someone who can take care of Fifi. I also have my own pets (quite a number of it), so I can't afford to adopt another one. Fifi has been vaccinated, and follow-up MUST BE DONE and she MUST BE SPAYED once she is 6 months old. If anyone is interested, kindly SMS me to. No calls pls.",1
1,141,307,1,2,5,0,1,0,"[  3,  6)",9,3,N,2,3,2,1,3,1,1,Labrador Retriever,2,41326,Black,Amber is very adorable playful pup. Big-boned and currently weighs nearly 10 kgs. Her nickname is Fei Mui. Smart and picks up commands quickly. Knows how to sit and come. Loves going for walks. Toilet trained on paper and grass. Affectionate and loves snuggling up for a pat. Please give her a loving home. Adopter must be willing to vaccinate and spay her.,3
2,299,0,1,2,0,0,1,0,"[  3,  6)",5,3,Y,2,1,1,1,2,2,1,Tabby,2,41401,Black,Playful and adorably lovely kitten looking for a loving home. Come view Coral and other animals for adoption at our adoption booth at Hartamas Shopping  Plaza Damas every Saturday 1.30pm-6pm! 2nd Floor Outdoor opposite BT computers www.rescue2rehome.blogspot.com,2
1,307,0,1,0,0,0,1,0,"[  3,  6)",2,3,N,2,2,1,1,1,2,1,Mixed Breed,2,41336,Black,Puppies looking for responsible owner who will give them a good home. Please contact Jin at,1
1,307,0,2,0,0,0,3,0,"[  0,  2)",5,0,N,3,2,1,1,1,1,1,Mixed Breed,3,41326,Brown,Please call Fan for more of the pups,3
2,242,0,2,7,0,400,1,0,"[  0,  2)",9,1,Y,1,2,3,1,2,1,1,American Curl,2,41326,Brown,"♥ Male, 6 weeks old, white with cream / brown blotches and blue eyes. Father was a Ragdoll and mother is an American Curl (given up by previous owners while pregnant). ♥ Markus is a wild child! A very playful and energetic boy. A sprinter, loves toys and exploring new things. He enjoys being carried around the house to see things or even outside, however of course he chooses when this happens (not a cuddle-cat while he's playing around). When he's tired or sleeping though - he will seek our arms and is the sweetest thing! He's a nipper and tester of everything so energetic homes or true cat-people will be his best match. ♥ He's already had his first vaccination and deworming. Not fussy about kibble or wet food and is very clever with the litter box! ***IMPORTANT: Note For Potential Adopters*** - Markus must be kept INDOORS at all times. Apartments must be cat-safe. - He's been raised since birth on a grain-free healthy diet and this must be maintained (no Whiskas, Friskies, etc). Feel free to inquire if unsure, this is for any cat's long term well being. - Neutering is COMPULSORY and we will reject anyone who doesn't fit this requirement. There are far too many homeless kittens on the streets. If you feel that you may be just the right person for this boy, please drop me a message with details about yourself and your experience with cats (via WhatsApp or email). Thank you!",2
1,307,0,5,7,0,0,1,0,"[  3,  6)",4,3,N,1,2,1,1,2,1,1,Mixed Breed,2,41401,Cream,"Obedient and lively, this lil pooch comes when calls! FREE DOG TRAINING COURSE at IKANO PetSafari is sponsored for anyone who adopts Jedi.",2
1,152,205,1,2,7,0,2,0,"[ 60,255]",11,84,N,1,1,1,1,3,1,1,Miniature Pinscher,2,41326,Black,"Scott - Miniature Pinscher Scott is a spirited, lively dog. Once he gets to know you he is extremely loyal and obedient. He loves for human contact and you will often find him rubbing up against your leg. He loves running around in the garden and sunbathing. Scott needs soft bedding and a loving home and family to go to. Tyler - Shih Tzu Tyler's favourite past time is lounging in front of air-cond and underneath a fan. He does not need much exercise and is very low maintenance, just be sure to brush his hair and keep his fur dry and clean. Tyler is a great companion and will follow you everywhere. He enjoys belly rubs and loves slipping into little corners or under the coffee table for a nap. *As pet owners, we hope you understand that we would love for Scott and Tyler to go to a loving home together. This move to a new home is sad, but necessary, so we hope to make it easier on our babies by keeping them together. Thank you for understanding! :) *More photos available upon request Love, Emily + Michelle + Sharon",2
2,285,0,1,2,3,0,1,1,"[ 24, 60)",2,36,Y,2,2,2,1,3,1,1,Persian,1,41401,Black,We found Elita in the park nearby and rescued her 3 months ago and advertised her as missing pet but nobody claimed her. We are too afraid to send her to SPCA because they might put her to sleep right away. Elita is a very cute and friendly cat who needs an outdoor setting as she doesn't seem to like to use the kitty litter. We hope to find her good parents.,1
1,307,0,1,2,0,0,1,0,"[ 24, 60)",4,24,N,1,2,1,1,2,1,1,Mixed Breed,1,41326,Black,"Robin is alert and obedient, and will make a great guard dog to anyone who will offer him a new home! Robin was found abandoned in a factory compound and was rescued as a puppy. He has since grown to be a very handsome and fit dog. The adopter is encouraged to contribute towards the neutering and vaccination fee, to support the continued rescuing effort of other dogs and cats.",4
1,307,0,1,0,0,0,1,0,"[  3,  6)",5,4,N,2,2,1,1,1,1,1,Mixed Breed,2,41326,Black,This Black Beauty is so sweet that you wont want to miss her. The rescued girl is 4 months old and has a coat that shines . She has been vaccinated and dewormed. Please open your hearts and home to her. Call us now at Vignes or if you wish to adopt,1
1,307,103,1,2,0,0,1,0,"[  3,  6)",20,4,N,2,3,1,1,2,2,1,Mixed Breed,2,41401,Black,"Madeleine was rescued by the kind people of Malaysian Dogs Deserve Better (MDDB) last week. She had been caught by municipal council dog catchers along with a large group of other dogs and puppies and was being held at the MPK (Majlis Perbandaran Klang) Dog Pound. Little Maddie is now staying with my during her rehabilitation. Her time at the pound was quite traumatizing and she had some insecurity issues and fear. She's a sweet, and friendly puppy now, eager to please and learn. She loves the company of people and her new friend Molly Sue. Maddie has been through some very rough times in her young life, i expect adopters to be patient and extra gentle with her. She needs to trust you and feel safe. Maddie doesn't like to be alone so it would be great if she could be adopted by someone with another friendly dog or someone that has time to spend at home. At the moment i am paper-training her because I am not home enough to expect her to be completely housebroken. I think Maddie may grow up to be quite a big dog so adopter should have space for her to run around in and time to take her for walks. vaccinations and spaying are compulsory for adoption. cost of these procedures to be borne by adopter. no caging, no tying up, no beating. adoption procedure for interested parties: - set up a meeting with me and maddie. - see if you and maddie get along. - i'll ask you some questions to make sure you are suitable for each other. - finally, meet up at my vet to pick up maddie and vaccinate her, then you can bring her home. interested parties can sms/call me at or Wani from MDDB at. You may also email me. serious inquiries only please. a brief introduction of yourself and a description of your experience with dogs is appreciated.",3
1,307,0,2,7,0,0,1,0,2,8,2,N,1,2,1,1,2,2,2,Mixed Breed,2,41327,Brown,"very playful, likes pampering....friendly...",2
